Rank_no,Movie_name,Release_Year,Certificate,Runtime_in_min,Genre,Metascore,Gross_in_$_M,Rating_from_10,Gross_numeric,Primary_Genre,Synthetic_Review,VADER_Negative,VADER_Neutral,VADER_Positive,VADER_Compound,VADER_Sentiment,Genre_Encoded,Certificate_Encoded,Decade
620,Star Wars: Episode VII - The Force Awakens,2015.0,PG-13,138,"Action, Adventure, Sci-Fi",80.0,936.66,7.8,936.66,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,10,2010.0
621,The Lunchbox,2013.0,PG,104,"Drama, Romance",76.0,4.23,7.8,4.23,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,9,2010.0
622,"Like Father, Like Son",2013.0,Not Rated,121,Drama,73.0,0.28,7.8,0.28,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,2010.0
623,Vicky Donor,2012.0,Not Rated,126,"Comedy, Romance",80.0,0.17,7.8,0.17,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,8,2010.0
624,Big Hero 6,2014.0,PG,102,"Animation, Action, Adventure",74.0,222.53,7.8,222.53,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,2010.0
625,About Time,,R,123,"Comedy, Drama, Fantasy",55.0,15.32,7.8,15.32,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,12,
626,English Vinglish,2012.0,Not Rated,134,"Comedy, Drama, Family",80.0,1.67,7.8,1.67,Comedy,English Vinglish is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,8,2010.0
627,The Best Offer,2013.0,R,131,"Crime, Drama, Mystery",49.0,0.09,7.8,0.09,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2010.0
628,The Batman,2022.0,PG-13,176,"Action, Crime, Drama",72.0,,7.8,25.54,Action,The Batman is a solid action film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,0,10,2020.0
629,Captain America: The Winter Soldier,2014.0,PG-13,136,"Action, Adventure, Sci-Fi",70.0,259.77,7.8,259.77,Action,Captain America: The Winter Soldier is a solid action film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,0,10,2010.0
630,Once Upon a Time in Anatolia,2011.0,Not Rated,157,"Crime, Drama, Thriller",82.0,0.14,7.8,0.14,Crime,Once Upon a Time in Anatolia is a solid crime film. Entertaining with good performances.,0.16,0.502,0.338,0.4404,Positive,5,8,2010.0
631,Moonrise Kingdom,2012.0,PG-13,94,"Comedy, Drama, Romance",84.0,45.51,7.8,45.51,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,10,2010.0
632,How to Train Your Dragon 2,2014.0,PG,102,"Animation, Action, Adventure",77.0,177.0,7.8,177.0,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,9,2010.0
633,The Big Short,2015.0,R,130,"Biography, Comedy, Drama",81.0,70.26,7.8,70.26,Biography,The Big Short is a solid biography film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,3,12,2010.0
634,I Saw the Devil,2010.0,Not Rated,144,"Action, Crime, Drama",67.0,0.13,7.8,0.13,Action,I Saw the Devil is a solid action film. Entertaining with good performances.,0.212,0.433,0.356,0.25,Positive,0,8,2010.0
635,The Girl with the Dragon Tattoo,2011.0,R,158,"Crime, Drama, Mystery",71.0,102.52,7.8,102.52,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2010.0
636,Captain Phillips,2013.0,PG-13,134,"Action, Biography, Crime",82.0,107.1,7.8,107.1,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2010.0
637,Straight Outta Compton,2015.0,R,147,"Biography, Drama, History",72.0,161.2,7.8,161.2,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,12,2010.0
638,The Irishman,2019.0,R,209,"Biography, Crime, Drama",94.0,7.0,7.8,7.0,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,12,2010.0
639,The Social Network,2010.0,PG-13,120,"Biography, Drama",95.0,96.96,7.8,96.96,Biography,The Social Network is a solid biography film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,3,10,2010.0
640,A Prophet,2009.0,R,155,"Crime, Drama",90.0,2.08,7.8,2.08,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,12,2000.0
641,Thirteen Lives,2022.0,PG-13,147,"Action, Adventure, Biography",66.0,,7.8,25.54,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2020.0
642,Mother,2009.0,R,129,"Crime, Drama, Mystery",79.0,0.55,7.8,0.55,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2000.0
643,The Chaser,2008.0,Not Rated,125,"Action, Crime, Drama",64.0,,7.8,25.54,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,8,2000.0
644,Moon,2009.0,R,97,"Drama, Mystery, Sci-Fi",67.0,5.01,7.8,5.01,Drama,Moon is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,12,2000.0
645,The Hobbit: The Desolation of Smaug,2013.0,PG-13,161,"Adventure, Fantasy",66.0,258.37,7.8,258.37,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,10,2010.0
646,The White Ribbon,2009.0,R,144,"Drama, Mystery, Thriller",82.0,2.22,7.8,2.22,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2000.0
647,The Girl with the Dragon Tattoo,2009.0,R,152,"Crime, Drama, Mystery",76.0,10.1,7.8,10.1,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,2000.0
648,Skyfall,2012.0,PG-13,143,"Action, Adventure, Thriller",81.0,304.36,7.8,304.36,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,2010.0
649,The Worst Person in the World,2021.0,R,128,"Comedy, Drama, Romance",90.0,,7.8,25.54,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,12,2020.0
650,All Quiet on the Western Front,2022.0,R,148,"Action, Drama, War",76.0,,7.8,25.54,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2020.0
651,The Fighter,,R,116,"Action, Biography, Drama",79.0,93.62,7.8,93.62,Action,The Fighter is a solid action film. Entertaining with good performances.,0.0,0.438,0.562,0.7906,Positive,0,12,
652,Taken,,PG-13,90,"Action, Crime, Thriller",51.0,145.0,7.8,145.0,Action,Taken is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,10,
653,Once,,R,86,"Drama, Music, Romance",89.0,9.44,7.8,9.44,Drama,Once is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,12,
654,The Hobbit: An Unexpected Journey,2012.0,PG-13,169,"Adventure, Fantasy",58.0,303.0,7.8,303.0,Adventure,Enjoyed watching this. Great adventure elements and decent storyline.,0.0,0.382,0.618,0.8658,Positive,1,10,2010.0
655,Changeling,2008.0,R,141,"Biography, Crime, Drama",63.0,35.74,7.8,35.74,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,12,2000.0
656,Atonement,2007.0,R,123,"Drama, Mystery, Romance",85.0,50.93,7.8,50.93,Drama,Atonement is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,12,2000.0
657,Drive,,R,100,"Action, Drama",78.0,35.06,7.8,35.06,Action,Drive is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,12,
658,American Gangster,2007.0,R,157,"Biography, Crime, Drama",76.0,130.16,7.8,130.16,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,12,2000.0
659,Mr. Nobody,2009.0,R,141,"Drama, Fantasy, Romance",63.0,0.0,7.8,0.0,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,2000.0
660,Apocalypto,2006.0,R,139,"Action, Adventure, Drama",68.0,50.87,7.8,50.87,Action,Apocalypto is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,12,2000.0
661,The Fall,,R,117,"Adventure, Drama, Fantasy",64.0,2.28,7.8,2.28,Adventure,The Fall is a solid adventure film. Entertaining with good performances.,0.0,0.419,0.581,0.8271,Positive,1,12,
662,Little Miss Sunshine,2006.0,R,101,"Comedy, Drama",80.0,59.89,7.8,59.89,Comedy,Little Miss Sunshine is a solid comedy film. Entertaining with good performances.,0.065,0.298,0.637,0.8889,Positive,4,12,2000.0
663,Hot Fuzz,2007.0,R,121,"Action, Comedy, Mystery",81.0,23.64,7.8,23.64,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2000.0
664,The Curious Case of Benjamin Button,2008.0,PG-13,166,"Drama, Fantasy, Romance",70.0,127.51,7.8,127.51,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,2000.0
665,Veer Zaara,2004.0,Not Rated,192,"Drama, Family, Musical",67.0,2.92,7.8,2.92,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,2000.0
666,Pride & Prejudice,2005.0,PG,129,"Drama, Romance",82.0,38.41,7.8,38.41,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,9,2000.0
667,The World's Fastest Indian,2005.0,PG-13,127,"Biography, Drama, Sport",68.0,5.13,7.8,5.13,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,10,2000.0
668,Tokyo Godfathers,2003.0,PG-13,92,"Animation, Adventure, Comedy",73.0,0.13,7.8,0.13,Animation,Tokyo Godfathers is a solid animation film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,2,10,2000.0
669,Serenity,2005.0,PG-13,119,"Action, Adventure, Sci-Fi",74.0,25.51,7.8,25.51,Action,Serenity is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,10,2000.0
670,Crash,,R,112,"Crime, Drama, Thriller",66.0,54.58,7.8,54.58,Crime,Crash is a solid crime film. Entertaining with good performances.,0.333,0.269,0.398,0.0516,Positive,5,12,
671,The Chorus,2004.0,PG-13,97,"Comedy, Drama, Music",56.0,3.64,7.8,3.64,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,10,2000.0
672,Walk the Line,2005.0,PG-13,136,"Biography, Drama, Music",72.0,119.52,7.8,119.52,Biography,Walk the Line is a solid biography film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,3,10,2000.0
673,The Notebook,2004.0,PG-13,123,"Drama, Romance",53.0,81.0,7.8,81.0,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,2000.0
674,The Last Samurai,2003.0,R,154,"Action, Drama",55.0,111.11,7.8,111.11,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2000.0
675,The Motorcycle Diaries,2004.0,R,126,"Adventure, Biography, Drama",75.0,16.78,7.8,16.78,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,12,2000.0
676,Lilya 4-Ever,2002.0,R,109,"Crime, Drama",82.0,0.18,7.8,0.18,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,12,2000.0
677,Millennium Actress,2001.0,PG,87,"Animation, Drama, Fantasy",70.0,0.19,7.8,0.19,Animation,Millennium Actress is a solid animation film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,2,9,2000.0
678,Cowboy Bebop: The Movie,2001.0,TV-14,115,"Animation, Action, Crime",61.0,1.0,7.8,1.0,Animation,Cowboy Bebop: The Movie is a solid animation film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,2,13,2000.0
679,Joint Security Area,2000.0,Not Rated,110,"Action, Drama, Thriller",58.0,,7.8,25.54,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,8,2000.0
680,Remember the Titans,2000.0,PG,113,"Biography, Drama, Sport",48.0,115.65,7.8,115.65,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,9,2000.0
681,All About My Mother,1999.0,R,101,Drama,87.0,8.26,7.8,8.26,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1990.0
682,Cast Away,2000.0,PG-13,143,"Adventure, Drama, Romance",73.0,233.63,7.8,233.63,Adventure,Cast Away is a solid adventure film. Entertaining with good performances.,0.0,0.419,0.581,0.8271,Positive,1,10,2000.0
683,The Insider,1999.0,R,157,"Biography, Drama, Thriller",84.0,28.97,7.8,28.97,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,12,1990.0
684,October Sky,1999.0,PG,108,"Biography, Drama, Family",71.0,32.48,7.8,32.48,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,9,1990.0
685,Being John Malkovich,1999.0,R,113,"Comedy, Drama, Fantasy",90.0,22.86,7.8,22.86,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,1990.0
686,Gattaca,1997.0,PG-13,106,"Drama, Sci-Fi, Thriller",64.0,12.34,7.8,12.34,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,1990.0
687,Hamlet,1996.0,PG-13,242,Drama,80.0,4.41,7.8,4.41,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,1990.0
688,Breaking the Waves,1996.0,R,159,Drama,76.0,4.04,7.8,4.04,Drama,Breaking the Waves is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,12,1990.0
689,The Postman,1994.0,PG,108,"Biography, Comedy, Drama",81.0,21.85,7.8,21.85,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,9,1990.0
690,Ed Wood,1994.0,R,127,"Biography, Comedy, Drama",70.0,5.89,7.8,5.89,Biography,Ed Wood is a solid biography film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,3,12,1990.0
691,Tombstone,1993.0,R,130,"Biography, Drama, History",50.0,56.51,7.8,56.51,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,12,1990.0
692,The Sandlot,1993.0,PG,101,"Comedy, Drama, Family",55.0,32.42,7.8,32.42,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,9,1990.0
693,The Remains of the Day,1993.0,PG,134,"Drama, Romance",86.0,22.95,7.8,22.95,Drama,The Remains of the Day is a solid drama film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,6,9,1990.0
694,Ninja Scroll,1993.0,Not Rated,94,"Animation, Action, Adventure",80.0,,7.8,25.54,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,8,1990.0
695,The Fugitive,1993.0,PG-13,130,"Action, Crime, Drama",87.0,183.88,7.8,183.88,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,1990.0
696,A Bronx Tale,1993.0,R,121,"Crime, Drama",80.0,17.27,7.8,17.27,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,12,1990.0
697,Batman: Mask of the Phantasm,1993.0,PG,76,"Animation, Action, Adventure",65.0,5.62,7.8,5.62,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,9,1990.0
698,Boyz n the Hood,1991.0,R,112,"Crime, Drama",76.0,57.5,7.8,57.5,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,12,1990.0
699,Misery,1990.0,R,107,"Drama, Thriller",75.0,61.28,7.8,61.28,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,1990.0
700,Awakenings,1990.0,PG-13,121,"Biography, Drama",74.0,52.1,7.8,52.1,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,10,1990.0
701,Kiki's Delivery Service,1989.0,G,103,"Animation, Adventure, Family",83.0,,7.8,25.54,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,4,1980.0
702,Glory,1989.0,R,122,"Biography, Drama, History",78.0,26.83,7.8,26.83,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,12,1980.0
703,The Killer,1989.0,R,111,"Action, Crime, Drama",82.0,,7.8,25.54,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,1980.0
704,Crimes and Misdemeanors,1989.0,PG-13,104,"Comedy, Drama",77.0,18.25,7.8,18.25,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,10,1980.0
705,Back to the Future Part II,1989.0,PG,108,"Adventure, Comedy, Sci-Fi",57.0,118.5,7.8,118.5,Adventure,Enjoyed watching this. Great adventure elements and decent storyline.,0.0,0.382,0.618,0.8658,Positive,1,9,1980.0
706,Mississippi Burning,1988.0,R,128,"Crime, Drama, Mystery",65.0,34.6,7.8,34.6,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,12,1980.0
707,The Untouchables,1987.0,R,119,"Crime, Drama, Thriller",79.0,76.27,7.8,76.27,Crime,The Untouchables is a solid crime film. Entertaining with good performances.,0.196,0.391,0.413,0.4404,Positive,5,12,1980.0
708,Predator,1987.0,R,107,"Action, Adventure, Horror",47.0,59.74,7.8,59.74,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,1980.0
709,Ferris Bueller's Day Off,1986.0,PG-13,103,Comedy,61.0,70.14,7.8,70.14,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,10,1980.0
710,The Breakfast Club,1985.0,R,97,"Comedy, Drama",66.0,45.88,7.8,45.88,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,12,1980.0
711,The Killing Fields,1984.0,R,141,"Biography, Drama, History",76.0,34.7,7.8,34.7,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,12,1980.0
712,Ghostbusters,1984.0,PG,105,"Action, Comedy, Fantasy",71.0,238.63,7.8,238.63,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,9,1980.0
713,The Right Stuff,1983.0,PG,193,"Adventure, Biography, Drama",91.0,21.5,7.8,21.5,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,9,1980.0
714,The King of Comedy,1982.0,PG,109,"Comedy, Crime, Drama",73.0,2.5,7.8,2.5,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,9,1980.0
